Samplecode,Sample.Collector,Species,Year_Collected,Exp_Site,Exp_vicinity,Exp_Plot,Exp_Plot_Position,TAG,neighbour.tree_TAG,shrub.TAG,Leaf.fresh.weight,Leaf.dry.weight,LA,SLA,LDMC,N,C,CN,K,Mg,Ca,Al,Ca2,Fe,K2,Mg2,Mn,Na,P,S,Zn,Co,Cu,Pb,Sr,Cr,Ni,Cd214,Cd228,stomata.density,average.length,average.width,Phenolics,Tannin
macthu_B_M22_0313_07-09-12,Wenzel Kroeber,Machilus thunbergii,2012,B,,M22,313,t213220010313,,,3.82,1820,12664.167,476.44,476.439790575916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celbio_B_M24_0606_01-09-12,Wenzel Kroeber,Celtis biondii,2012,B,,M24,0606,t213240010606,,,0.38,160,2208.86,421.053,421.052631578947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elagla_B_M24_0609_01-09-12,Wenzel Kroeber,Elaeocarpus glabripetalus,2012,B,,M24,0609,t213240010609,,,5.49,2040,21392.691,371.585,371.584699453552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celbio_B_M24_1011_06-09-12,Wenzel Kroeber,Celtis biondii,2012,B,,M24,1011,t213240011011,,,0.92,330,4087.197,358.696,358.695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-22-M26,David Eichenberg,Triadica cochinchinensis,2011,A,,M26,4,t113260010004,,,2.71,1010,2412.88,11.09,372.693726937269,1.631,45.399,27.839,,,,,,,,,,,,,,,,,,,,,,,,,132.809,258.332
A-6-M26,David Eichenberg,Liquidambar formosana,2011,A,,M26,106,t113260010106,,,3.11,1290,7714.62,12.29,414.790996784566,,,,,,,1.614,19.623,0.391,10.029,5.735,4.303,1.546,1.282,2.896,0.107,0.002,0.013,0.005,0.05,0.005,0.019,0,0,,,,32.885,54.885
A-16-M26,David Eichenberg,Daphniphyllum oldhamii,2011,A,,M26,205,t113260010205,,,3.88,1020,3371.54,12.26,262.886597938144,0.999,44.904,44.958,,,,,,,,,,,,,,,,,,,,,,,,,42.185,1.092
A-21-M26,David Eichenberg,Triadica sebifera,2011,A,,M26,301,t113260010301,,,1.84,660,1828.96,13.06,358.695652173913,2.221,40.701,18.325,,,,,,,,,,,,,,,,,,,,,,,,,,
A-26-M26,David Eichenberg,Melia azedarach,2011,A,,M26,405,t113260010405,,,10.67,2820,53905.7,14.07,264.292408622306,3.034,45.997,15.163,,,,0.24,23.73,0.44,12.79,4.56,0.21,3.62,2.19,5.01,0.11,0,0.02,0,0.12,0.01,0,0,0,,,,,
melaze_A_M26_0410_10-09-12,Wenzel Kroeber,Melia azedarach,2012,A,,M26,410,t113260010410,,,99.18,30820,332967.923,310.748,310.748134704578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cashen_A_M26_0609_10-09-12,Wenzel Kroeber,Castanea henryi,2012,A,,M26,0609,t113260010609,,,3.62,1440,18545.342,397.79,397.790055248619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liqfor_A_M26_0711_10-09-12,Wenzel Kroeber,Liquidambar formosana,2012,A,,M26,0711,t113260010711,,,6.89,2490,34440.644,361.393,361.393323657475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapseb_A_M26_1112_10-09-12,Wenzel Kroeber,Triadica sebifera,2012,A,,M26,1112,t113260011112,,,3.12,890,17051.884,285.256,285.25641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhuchi_A_M26_1210_10-09-12,Wenzel Kroeber,Rhus chinensis,2012,A,,M26,1210,t113260011210,,,52.95,19630,190086.177,370.727,370.727101038716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-23-M26,David Eichenberg,Rhus chinensis,2011,A,,M26,1714,t113260011714,,,4.88,1920,24284.91,10.12,393.44262295082,1.913,49.212,25.721,,,,0.164,13.404,0.267,10.498,4.635,0.102,1.739,2.326,3.124,0.078,0.001,0.013,0,0.054,0.003,0.001,0,0,,,,,
sapdis_A_M26_1808_10-09-12,Wenzel Kroeber,Triadica cochinchinensis,2012,A,,M26,1808,t113260011808,,,4.53,1660,19046.821,366.446,366.44591611479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-35-M26-1815-CR,Christian Ristok,Elaeocarpus glabripetalus,2011,B,,M26,1815,t213260011815,,,,,,,,,,,,,,0.202,6.986,0.196,24.665,2.086,1.044,2.1,1.406,3.89,0.029,0,0.018,0.003,0.02,0.009,0.005,0,0,,,,158.076,167.989
casscl_B_M26_1907_06-09-12,Wenzel Kroeber,Castanopsis sclerophylla,2012,B,,M26,1907,t213260011907,,,2.95,1380,10643.069,467.797,467.796610169491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.M26.26.melaze,Wenzel Kroeber,Melia azedarach,,A,,M26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,19.192,9.287,,
A.M26.14.cassel V,Wenzel Kroeber,Castanopsis sclerophylla,,A,,M26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22.143,14.802,,
A_M26_26_melaze,Wenzel Kroeber,Melia azedarach,2010,A,,M26,,,,,7.626,2833,33355.05,11.774,371.49226330973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_M26_25_queacu,Wenzel Kroeber,Quercus acutissima,2010,A,,M26,,,,,0.259,173,2046.68,11.831,667.953667953668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_M26_14_casscl,Wenzel Kroeber,Castanopsis sclerophylla,2010,A,,M26,,,,,0.439,229,1965.42,8.583,521.640091116173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.M26.25.queace,Wenzel Kroeber,Quercus acutissima,,A,,M26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,22.631,16.842,,
7.8 M26 macgri 39 1,Wenzel Kroeber,Machilus grijsii,,B,,M26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,17.38,13.583,,
sapdis_A_M27_1302_08-09-12,Wenzel Kroeber,Triadica cochinchinensis,2012,A,,M27,1302,t113270011302,,,4.78,2010,18529.4,420.502,420.502092050209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queacu_A_M28_0201_08-09-12,Wenzel Kroeber,Quercus acutissima,2012,A,,M28,201,t113280010201,,,3.4,1620,15050.234,476.471,476.470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-32-M28,David Eichenberg,Castanopsis fargesii,2011,A,,M28,0408,t113280010408,,,1.42,640,1176.15,8.88,450.704225352113,1.892,46.243,24.444,,,,0.22,15.937,0.251,13.558,5.179,1.803,2.33,0.988,3.203,0.059,0.002,0.016,0,0.039,0.012,0.003,0.003,0,,,,,
phobou_B_M28_0603_06-09-12,Wenzel Kroeber,Phoebe bournei,2012,B,,M28,0603,t213280010603,,,2.26,1160,11285.01,513.274,513.274336283186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cycmyr_A_M28_0913_08-09-12,Wenzel Kroeber,Cyclobalanopsis myrsinifolia,2012,A,,M28,0913,t113280010913,,,3.1,1540,10845.338,496.774,496.774193548387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phobou_B_M28_1108_06-09-12,Wenzel Kroeber,Phoebe bournei,2012,B,,M28,1108,t213280011108,,,1.62,780,8037.297,481.481,481.481481481481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phobou_B_M29_0210_26-08-12,Wenzel Kroeber,Phoebe bournei,2012,B,,M29,210,t213290010210,,,1.64,810,9387.407,493.902,493.90243902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-2-M30,David Eichenberg,Pinus massoniana,2011,B,,M30,0415,t213300010415,,,3.33,1160,158.04,8.96,348.348348348348,1.159,47.694,41.144,,,,,,,,,,,,,,,,,,,,,,,,,,
A-3c-M5,David Eichenberg,Distylium buxifolium,2011,A,,M5,,,,,0.62,260,625.43,8.07,419.354838709677,1.169,45.091,38.588,,,,,,,,,,,,,,,,,,,,,,,,,,
A-20-N10,David Eichenberg,Nyssa sinensis,2011,A,,N10,1,t114100010001,,,5.72,1860,6963.71,13.08,325.174825174825,1.299,44.999,34.651,,,,0.767,13.122,0.218,17.792,3.988,4.715,2.206,1.27,3.263,0.022,0.241,0.009,0,0.046,0.008,0.043,0,0,,,,55.761,65.218
A-19-N10,David Eichenberg,Sapindus saponaria,2011,A,,N10,200,t114100010200,,,8.84,3140,50214.84,11.13,355.203619909502,2.171,46.417,21.379,,,,,,,,,,,,,,,,,,,,,,,,,12.859,3.114
A-1-N10,David Eichenberg,Castanea henryi,2011,A,,N10,307,t114100010307,,,2.28,1040,2976.82,10.26,456.140350877193,1.84,46.659,25.356,,,,,,,,,,,,,,,,,,,,,,,,,81.201,171.648
A-14-N10,David Eichenberg,Castanopsis sclerophylla,2011,A,,N10,308,t114100010308,,,1.19,600,1729.47,8.54,504.201680672269,1.74,46.621,26.789,,,,,,,,,,,,,,,,,,,,,,,,,26.112,72.934
A-2b-N10,David Eichenberg,Camellia chekiangoleosa,2011,A,,N10,311,,t114100010311,,3.17,1070,2419.17,7.72,337.539432176656,1.24,44.751,36.081,,,,,,,,,,,,,,,,,,,,,,,,,9.646,21.744
A-6f-N10,David Eichenberg,Rhaphiolepis indica,2011,A,,N10,312,,t114100010312,,1.27,480,1072.15,7.94,377.952755905512,1.136,46.707,41.132,,,,,,,,,,,,,,,,,,,,,,,,,4.724,6.08
A-8-N10,David Eichenberg,Quercus serrata,2011,A,,N10,314,t114100010314,,,1.11,530,1637.24,14.55,477.477477477477,1.488,40.651,27.315,,,,0.224,4.181,1.265,5.349,2.459,2.897,3.358,0.129,2.022,0.007,0,0.012,0,0.029,0.149,0.023,0,0,,,,100.397,148.893
A-17-N10,David Eichenberg,Cinnamomum camphora,2011,A,,N10,411,t114100010411,,,2.31,1020,2301.83,11.09,441.558441558442,1.351,46.348,34.311,,,,0.428,15.659,0.195,21.015,4.55,1.968,1.942,1.488,3.282,0.073,0.001,0.011,0,0.094,0.005,0.006,0,0.002,,,,22.55,17.117
A-25-N10,David Eichenberg,Quercus acutissima,2011,A,,N10,412,t114100010412,,,3.25,1150,3964.75,11.09,353.846153846154,1.879,48.155,25.63,,,,,,,,,,,,,,,,,,,,,,,,,142.203,65.664
A-10j-N10,David Eichenberg,Loropetalum chinense,2011,A,,N10,412,,t114100010412,,0.91,370,303.97,13.73,406.593406593407,0.982,43.641,44.449,,,,,,,,,,,,,,,,,,,,,,,,,,
A-5e-N10,David Eichenberg,Eurya muricata,2011,A,,N10,414,,t114100010414,,1.41,650,910.72,7.92,460.992907801418,0.909,43.351,47.685,,,,,,,,,,,,,,,,,,,,,,,,,89.06,40.386
A-9i-N10,David Eichenberg,Euonymus myrianthus,2011,A,,N10,510,,t114100010510,,0.33,80,1705.68,14.21,242.424242424242,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,0.551
A-15-N10,David Eichenberg,Diospyros japonica,2011,A,,N10,510,t114100010510,,,4.13,1330,1471.79,22.64,322.033898305085,,,,,,,0.221,14.066,0.288,46.324,5.452,3.126,2.285,1.011,4.943,2.374,0,0.01,0,0.031,0.005,0.008,0,0,,,,44.906,34.98
A-4d-N10,David Eichenberg,Distylium myricoides,2011,A,,N10,510,,t114100010510,,1.48,550,1065.33,7.5,371.621621621622,0.956,44.54,46.616,,,,,,,,,,,,,,,,,,,,,,,,,61.067,75.714
A-7g-N10,David Eichenberg,Syzygium buxifolium,2011,A,,N10,0610,,t114100010610,,1.61,700,143.75,7.57,434.782608695652,1.089,47.915,44.005,,,,,,,,,,,,,,,,,,,,,,,,,197.646,153.07
A-3-N10,David Eichenberg,Schima superba,2011,A,,N10,0618,t114100010618,,,3.29,1320,3367.33,12.03,401.215805471125,1.427,47.369,33.203,,,,,,,,,,,,,,,,,,,,,,,,,,
A-4-N10,David Eichenberg,Choerospondias axillaris,2011,A,,N10,0814,t114100010814,,,7.2,2820,31824.46,14.94,391.666666666667,1.834,46.657,25.448,,,,0.118,9.929,0.185,20.021,3.9,0.245,2.553,2.071,4.028,0.033,0,0.015,0,0.067,0.007,0.009,0,0,,,,,
A-26-N10,David Eichenberg,Melia azedarach,2011,A,,N10,0816,t114100010816,,,11.71,3830,72989.77,14.87,327.070879590094,2.59,46.368,17.902,,,,0.096,10.856,0.192,28.36,3.096,0.116,1.991,1.831,4.41,0.059,-0.001,0.014,0,0.058,0.006,0.003,0,0,,,,,
A-23-N10,David Eichenberg,Rhus chinensis,2011,A,,N10,1002,t114100011002,,,6.95,2400,36823.7,10.49,345.323741007194,1.74,48.484,27.864,,,,0.2,11.61,0.25,28.98,4.51,0.25,2.44,1.81,4.62,0.03,0,0.02,0,0.08,0,0,0,0,,,,,
A-6-N10,David Eichenberg,Liquidambar formosana,2011,A,,N10,1016,t114100011016,,,7.28,2510,7700.57,17.5,344.78021978022,1.316,45.01,34.194,,,,0.829,17.625,0.272,14.42,3.426,2.842,1.636,1.34,2.707,0.256,0.001,0.015,0,0.05,0.008,0.016,0,0,,,,13.063,4.11
A-21-N10,David Eichenberg,Triadica sebifera,2011,A,,N10,1103,t114100011103,,,1.72,560,1633.5,14.85,325.581395348837,1.666,43.406,26.047,,,,,,,,,,,,,,,,,,,,,,,,,78.155,75.43
A-3c-N12,David Eichenberg,Distylium buxifolium,2011,A,,N12,117,,t114120010117,,0.72,310,733.99,7.59,430.555555555556,0.817,41.676,51.038,,,,,,,,,,,,,,,,,,,,,,,,,,
melaze_A_N19_0103_25-08-12,Wenzel Kroeber,Melia azedarach,2012,A,,N19,103,t114190010103,,,30.06,11770,180007.794,391.55,391.550232867598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melaze_A_N19_1803_12-09-12,Wenzel Kroeber,Melia azedarach,2012,A,,N19,1803,t114190011803,,,48.69,16030,191854.537,329.226,329.225713698912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.N19.26.melaze,Wenzel Kroeber,Melia azedarach,,A,,N19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,19.94,11.532,,
A_N19_26_melaze,Wenzel Kroeber,Melia azedarach,2010,A,,N19,,,,,9.041,3487,38990.27,11.182,385.687423957527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-8-N20-0116-CR,Christian Ristok,Quercus serrata,2011,A,,N20,116,t114200010116,,,,,,,,,,,,,,0.182,9.21,0.245,6.881,3.309,3.471,5.725,1.189,2.535,0.104,0.001,0.02,0.014,0.035,0.009,0.006,0.002,0,,,,114.017,133.858
A-4-N20-0118-CR,Christian Ristok,Choerospondias axillaris,2011,A,,N20,118,t114200010118,,,,,,,,,,,,,,0.17,11.2,0.24,10.98,4.44,0.17,2.91,1.49,4.19,0.02,0,0.01,0,0.05,0,0,0,0,,,,81.6,20.245
sapseb_A_N20_0419_14-08-12,Wenzel Kroeber,Triadica sebifera,2012,A,,N20,419,t114200010419,,,2.16,840,11018.904,388.889,388.888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casscl_A_N20_0814_14-08-12,Wenzel Kroeber,Castanopsis sclerophylla,2012,A,,N20,0814,t114200010814,,,1.59,790,5750.287,496.855,496.85534591195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-9-N22,David Eichenberg,Cyclobalanopsis myrsinifolia,2011,A,,N22,0906,t114220010906,,,1.82,840,1189.64,6.61,461.538461538462,1.184,47.134,39.813,,,,0.152,15.935,0.145,9.999,3.514,3.356,1.606,1.715,2.801,0.098,0,0.01,0,0.065,0.007,0.006,0,0,,,,,
A.N22.09.cycmyr 1,Wenzel Kroeber,Cyclobalanopsis myrsinifolia,,A,,N22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,23.227,16.289,,
A.N22.09.cycmyr 2,Wenzel Kroeber,Cyclobalanopsis myrsinifolia,,A,,N22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,22.558,16.809,,
A.N22.09.cycmyr 3,Wenzel Kroeber,Cyclobalanopsis myrsinifolia,,A,,N22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,21.98,16.791,,
A_N22_09_cycmyr,Wenzel Kroeber,Cyclobalanopsis myrsinifolia,2010,A,,N22,,,,,0.259,135.3333333,1588,11.734,522.522522393822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.N25.15.diogla 2,Wenzel Kroeber,Diospyros japonica,,A,,N25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,19.759,13.538,,
A.N25.15.diogla V,Wenzel Kroeber,Diospyros japonica,,A,,N25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22.709,15.364,,
A_N25_15_diogla,Wenzel Kroeber,Diospyros japonica,2010,A,,N25,,,,,3.1635,1278,24041.57,18.812,403.98293029872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.N25.22.sapdis,Wenzel Kroeber,Triadica cochinchinensis,,A,,N25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20.823,11.491,,
A_N25_16_dapold,Wenzel Kroeber,Daphniphyllum oldhamii,2010,A,,N25,,,,,0.639,242,2621.04,10.831,378.716744913928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_N25_21_sabseb,Wenzel Kroeber,Triadica sebifera,2010,A,,N25,,,,,0.697,245,3286.23,13.413,351.506456241033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.N25.21.sapseb,Wenzel Kroeber,Triadica sebifera,,A,,N25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22.363,13.689,,
A_N25_22_sapdis,Wenzel Kroeber,Triadica cochinchinensis,2010,A,,N25,,,,,0.717,312,4670.36,14.969,435.146443514644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.N25.16.dapold,Wenzel Kroeber,Daphniphyllum oldhamii,,A,,N25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26.052,18.518,,
A.N25.15.diogla,Wenzel Kroeber,Diospyros japonica,,A,,N25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23.384,13.692,,
A-28-N26,David Eichenberg,Cunninghamia lanceolata,2011,A,,N26,113,t114260010113,,,1.17,410,78.5,7.25,350.42735042735,0.671,39.625,59.074,,,,,,,,,,,,,,,,,,,,,,,,,30.115,19.872
casfar_B_N26_0312_06-09-12,Wenzel Kroeber,Castanopsis fargesii,2012,B,,N26,312,t214260010312,,,1.95,930,10875.733,476.923,476.923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casfar_B_N26_0912_07-09-12,Wenzel Kroeber,Castanopsis fargesii,2012,B,,N26,0912,t214260010912,,,1.4,690,6309.677,492.857,492.857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.N26.28.cunlan,Wenzel Kroeber,Cunninghamia lanceolata,,A,,N26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45.553,27.403,,
A_N26_28_cunlan,Wenzel Kroeber,Cunninghamia lanceolata,2010,A,,N26,,,,,1.637,659,5566.78,8.447,402.565668906536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.14 N26.pho_bou.43 1-ERSTE,Wenzel Kroeber,Phoebe bournei,,B,,N26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,18.764,17.106,,
choaxi_A_N27_0013_08-09-12,Wenzel Kroeber,Choerospondias axillaris,2012,A,,N27,13,t114270010013,,,24.38,8660,127763.163,355.209,355.209187858901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casscl_B_N27_0017_06-09-12,Wenzel Kroeber,Castanopsis sclerophylla,2012,B,,N27,17,t214270010017,,,4.08,2020,13518.017,495.098,495.098039215686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-13-N29,David Eichenberg,Castanopsis eyrei,2011,A,,N29,1116,t114290011116,,,0.91,440,775.86,7.57,483.516483516484,1.03,47.217,45.826,,,,,,,,,,,,,,,,,,,,,,,,,100.4,145.282
A-24-N9,David Eichenberg,Quercus fabri,2011,A,,N9,115,t114090010115,,,0.93,480,3336.06,11.12,516.129032258065,2.409,46.395,19.256,,,,,,,,,,,,,,,,,,,,,,,,,73.631,61.152
A-22-N9,David Eichenberg,Triadica cochinchinensis,2011,A,,N9,209,t114090010209,,,2.02,870,28025.16,9.31,430.693069306931,1.574,49.319,31.336,,,,0.174,7.157,0.181,16.248,1.973,2.096,2.071,0.73,2.245,0.025,0.159,0.008,0,0.029,0.006,0.019,0,0,,,,,
A-18-N9,David Eichenberg,Koelreuteria bipinnata,2011,A,,N9,300,t114090010300,,,6.79,3290,25635.03,13.93,484.536082474227,1.136,46.509,40.957,,,,,,,,,,,,,,,,,,,,,,,,,,
A-13-N9,David Eichenberg,Castanopsis eyrei,2011,A,,N9,308,t114090010308,,,0.86,410,2541.57,6.69,476.744186046512,,,,,,,0.27,5.414,0.223,16.811,3.064,1.465,6.777,1.096,2.041,0.03,-0.001,0.009,0,0.032,0.016,0.009,0,0,,,,,
A-9-N9,David Eichenberg,Cyclobalanopsis myrsinifolia,2011,A,,N9,403,t114090010403,,,1.36,720,2133.95,9.93,529.411764705882,1.619,46.559,28.766,,,,,,,,,,,,,,,,,,,,,,,,,40.962,13.486
A-12-N9,David Eichenberg,Lithocarpus glaber,2011,A,,N9,519,t114090010519,,,1.41,630,2750.66,12.65,446.808510638298,1.204,47.666,39.595,,,,0.145,8.11,0.174,10.184,2.221,0.587,2.378,1.372,2.044,0.023,0.002,0.015,0,0.021,0.006,0.012,0,0,,,,,
A-27-N9,David Eichenberg,Acer davidii,2011,A,,N9,1301,t114090011301,,,1.54,520,5607.37,15.91,337.662337662338,1.344,45.298,33.714,,,,0.25,13.681,0.275,29.317,4.619,2.41,1.969,1.691,5.789,0.189,0,0.011,0,0.076,0.007,0,0,0.002,,,,112.381,49.117
A-16-N9,David Eichenberg,Daphniphyllum oldhamii,2011,A,,N9,1401,t114090011401,,,3.35,1100,2166,12.74,328.358208955224,1.145,44.467,38.837,,,,0.838,24.287,0.271,26.741,9.297,0.065,2.319,1.049,4.138,0.068,0,0.009,0.006,0.109,0.006,0.001,0,0,,,,3.466,2.289
A-11-N9,David Eichenberg,Cyclobalanopsis glauca,2011,A,,N9,1418,t114090011418,,,4.64,2350,1507.94,9.14,506.465517241379,1.293,46.72,36.133,,,,,,,,,,,,,,,,,,,,,,,,,67.101,62.185
elagla_B_O18_0803_30-08-12,Wenzel Kroeber,Elaeocarpus glabripetalus,2012,B,,O18,,,,,2.48,850,10894.616,342.742,342.741935483871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyssin_A_O19_0000_14-08-12,Wenzel Kroeber,Nyssa sinensis,2012,A,,O19,0,t115190010000,,,6.02,2670,29568.063,443.522,443.521594684385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
litgla_B_O19_0118_30-08-12,Wenzel Kroeber,Lithocarpus glaber,2012,B,,O19,118,t215190010118,,,1.58,810,5898.382,512.658,512.658227848101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caseyr_B_O19_0413_30-08-12,Wenzel Kroeber,Castanopsis eyrei,2012,B,,O19,413,t215190010413,,,0.8,390,3175.715,487.5,487.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-16-O19,David Eichenberg,Daphniphyllum oldhamii,2011,A,,O19,0708,t115190010708,,,2.21,680,3317.22,11.44,307.692307692308,0.81,44.054,54.386,,,,,,,,,,,,,,,,,,,,,,,,,,
cincam_A_O19_1403_14-08-12,Wenzel Kroeber,Cinnamomum camphora,2012,A,,O19,1403,t115190011403,,,1.69,720,8873.518,426.036,426.03550295858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cincam_A_O19_1403_12-09-12,Wenzel Kroeber,Cinnamomum camphora,2012,A,,O19,1403,t115190011403,,,1.83,760,7847.763,415.301,415.300546448087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schsup_A_O19_1500_14-08-12,Wenzel Kroeber,Schima superba,2012,A,,O19,1500,t115190011500,,,3.66,1630,14632.358,445.355,445.355191256831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queacu_A_O19_1704_14-08-12,Wenzel Kroeber,Quercus acutissima,2012,A,,O19,1704,t115190011704,,,2.18,1100,11505.166,504.587,504.587155963303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cashen_A_O19_1901_14-08-12,Wenzel Kroeber,Castanea henryi,2012,A,,O19,1901,t115190011901,,,2.28,1040,8998.317,456.14,456.140350877193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cycgla_A_O20_0414_14-08-12,Wenzel Kroeber,Cyclobalanopsis glauca,2012,A,,O20,414,t115200010414,,,4.2,2090,16210.404,497.619,497.619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-2-O23,David Eichenberg,Pinus massoniana,2011,A,,O23,1502,t115230011502,,,2.22,1410,76.23,3.16,635.135135135135,0.939,47.41,50.502,,,,,,,,,,,,,,,,,,,,,,,,,9.524,4.849
A_023_02_pinmas,Wenzel Kroeber,Pinus massoniana,2010,A,,O23,,,,,3.1585,1188,8302.895,6.989,376.127908817477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.O23.02.pinmas,Wenzel Kroeber,Pinus massoniana,,A,,O23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52.602,36.902,,
A.O23.02.pinmas 3,Wenzel Kroeber,Pinus massoniana,,A,,O23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57.559,33.974,,
A.O23.02.pinmas 2,Wenzel Kroeber,Pinus massoniana,,A,,O23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,59.847,31.886,,
cascar_A_O24_0300_24-08-12,Wenzel Kroeber,Castanopsis carlesii,2012,A,,O24,300,t115240010300,,,1.27,600,5891.533,472.441,472.44094488189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
casscl_A_O24_0402_24-08-12,Wenzel Kroeber,Castanopsis sclerophylla,2012,A,,O24,402,t115240010402,,,3.06,1570,10274.896,513.072,513.071895424837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.O24.10.cascar 1,Wenzel Kroeber,Castanopsis carlesii,,A,,O24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,25.112,20.392,,
A.O24.10.cascar 2,Wenzel Kroeber,Castanopsis carlesii,,A,,O24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,19.044,14.648,,
A.O24.10.cascar 3,Wenzel Kroeber,Castanopsis carlesii,,A,,O24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,21.193,14.791,,
A_O24_10_cascar,Wenzel Kroeber,Castanopsis carlesii,2010,A,,O24,,,,,0.426,220.5,1823.915,8.272,517.605633802817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queser_A_O25_1714_24-08-12,Wenzel Kroeber,Quercus serrata,2012,A,,O25,1714,t115250011714,,,1.24,620,6762.142,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quephy_B_O27_1014_01-09-12,Wenzel Kroeber,Quercus phillyreoides,2012,B,,O27,1014,t215270011014,,,0.97,540,3770.761,556.701,556.701030927835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quephy_B_O27_1403_01-09-12,Wenzel Kroeber,Quercus phillyreoides,2012,B,,O27,1403,t215270011403,,,0.63,340,2488.084,539.683,539.68253968254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
