Samplenr,Seedlingnr,Plot,Record,Date,Planted_Species,Density,Treatment,Dead,Height_P,Height_G,Leaves_Liv,Leaves_Dam,Leaves_Dead,Damage_pro,Biomass_Above,Biomass_Below
128.05.3,128.05,128,3,September_2016,D.glaucifolia,9,Shadow,0,35,,4,4,,10,0.64,0.38
128.05.2,128.05,128,2,September_2015,D.glaucifolia,9,Shadow,0,8.5,8.5,9,9,0,0.1,,
128.06.1,128.06,128,1,August_2015,D.glaucifolia,9,Shadow,0,,14.3,16,,,,,
128.06.2,128.06,128,2,September_2015,D.glaucifolia,9,Shadow,0,10,10,14,14,0,0.5,,
128.06.3,128.06,128,3,September_2016,D.glaucifolia,9,Shadow,0,76,,25,24,,10,,
128.06.0,128.06,128,0,July_2015,D.glaucifolia,9,Shadow,0,7.3,,12,,,,,
128.07.1,128.07,128,1,August_2015,D.glaucifolia,9,Shadow,0,,16.1,7,,,,,
128.07.3,128.07,128,3,September_2016,D.glaucifolia,9,Shadow,1,,,,,,,,
128.07.0,128.07,128,0,July_2015,D.glaucifolia,9,Shadow,0,5.9,,7,,,,,
128.07.2,128.07,128,2,September_2015,D.glaucifolia,9,Shadow,1,,,,,,,,
128.08.3,128.08,128,3,September_2016,D.glaucifolia,9,Shadow,1,,,,,,,,
128.08.2,128.08,128,2,September_2015,D.glaucifolia,9,Shadow,1,,,,,,,,
128.08.0,128.08,128,0,July_2015,D.glaucifolia,9,Shadow,0,5.6,,7,,,,,
128.08.1,128.08,128,1,August_2015,D.glaucifolia,9,Shadow,0,,15.6,11,,,,,
128.09.0,128.09,128,0,July_2015,D.glaucifolia,9,Shadow,1,,,,,,,,
128.09.1,128.09,128,1,August_2015,D.glaucifolia,9,Shadow,1,,,,,,,,
128.09.2,128.09,128,2,September_2015,D.glaucifolia,9,Shadow,1,,,,,,,,
128.09.3,128.09,128,3,September_2016,D.glaucifolia,9,Shadow,1,,,,,,,,
130.01.0,130.01,130,0,July_2015,C.fargesii,4,Shadow,0,7.6,,4,,,,,
130.01.2,130.01,130,2,September_2015,C.fargesii,4,Shadow,0,10.2,10.2,4,3,0,5,,
130.01.3,130.01,130,3,September_2016,C.fargesii,4,Shadow,0,12.5,,6,6,,3,0.49,0.3
130.01.1,130.01,130,1,August_2015,C.fargesii,4,Shadow,0,,7.9,7,,,,,
130.02.0,130.02,130,0,July_2015,C.fargesii,4,Shadow,0,5.7,,3,,,,,
130.02.2,130.02,130,2,September_2015,C.fargesii,4,Shadow,0,13.5,13.5,1,1,0,0.1,,
130.02.1,130.02,130,1,August_2015,C.fargesii,4,Shadow,0,,7.4,5,,,,,
130.02.3,130.02,130,3,September_2016,C.fargesii,4,Shadow,0,17,,3,3,,3,0.58,0.47
130.03.0,130.03,130,0,July_2015,C.fargesii,4,Shadow,0,12.5,,1,,,,,
130.03.2,130.03,130,2,September_2015,C.fargesii,4,Shadow,0,13.3,13.3,7,6,0,1,,
130.03.1,130.03,130,1,August_2015,C.fargesii,4,Shadow,0,,12.1,0,,,,,
130.03.3,130.03,130,3,September_2016,C.fargesii,4,Shadow,1,,,,,,,,
130.04.0,130.04,130,0,July_2015,C.fargesii,4,Shadow,0,6.6,,5,,,,,
130.04.2,130.04,130,2,September_2015,C.fargesii,4,Shadow,0,9.4,9.4,11,8,0,10,,
130.04.1,130.04,130,1,August_2015,C.fargesii,4,Shadow,0,,7.3,3,,,,,
130.04.3,130.04,130,3,September_2016,C.fargesii,4,Shadow,0,18,,6,6,,5,0.72,0.16
131.01.0,131.01,131,0,July_2015,C.glauca,25,Light,0,25.2,,2,,,,,
131.01.2,131.01,131,2,September_2015,C.glauca,25,Light,0,2.6,2.6,5,4,0,25,,
131.01.1,131.01,131,1,August_2015,C.glauca,25,Light,0,,24,2,,,,,
131.01.3,131.01,131,3,September_2016,C.glauca,25,Light,0,26,,13,13,,15,2.04,1.37
131.02.0,131.02,131,0,July_2015,C.glauca,25,Light,0,19.5,,2,,,,,
131.02.2,131.02,131,2,September_2015,C.glauca,25,Light,0,22.5,22.5,2,2,0,0.2,,
131.02.1,131.02,131,1,August_2015,C.glauca,25,Light,1,,,,,,,,
131.02.3,131.02,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.03.0,131.03,131,0,July_2015,C.glauca,25,Light,0,16.8,,1,,,,,
131.03.2,131.03,131,2,September_2015,C.glauca,25,Light,1,,,,,,,,
131.03.1,131.03,131,1,August_2015,C.glauca,25,Light,0,,15.6,0,,,,,
131.03.3,131.03,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.04.0,131.04,131,0,July_2015,C.glauca,25,Light,0,19.4,,2,,,,,
131.04.2,131.04,131,2,September_2015,C.glauca,25,Light,0,18.5,18.5,1,1,0,10,,
131.04.1,131.04,131,1,August_2015,C.glauca,25,Light,0,,19.8,1,,,,,
131.04.3,131.04,131,3,September_2016,C.glauca,25,Light,0,0,,0,0,,0,0.4,0.32
131.05.0,131.05,131,0,July_2015,C.glauca,25,Light,0,22.6,,4,,,,,
131.05.2,131.05,131,2,September_2015,C.glauca,25,Light,0,10.5,10.5,3,3,0,1,,
131.05.1,131.05,131,1,August_2015,C.glauca,25,Light,1,,,,,,,,
131.05.3,131.05,131,3,September_2016,C.glauca,25,Light,0,22,,9,8,,30,,
131.06.2,131.06,131,2,September_2015,C.glauca,25,Light,0,19.5,19.5,2,2,0,5,,
131.06.1,131.06,131,1,August_2015,C.glauca,25,Light,0,,9.6,1,,,,,
131.06.0,131.06,131,0,July_2015,C.glauca,25,Light,0,13.3,,0,,,,,
131.06.3,131.06,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.07.1,131.07,131,1,August_2015,C.glauca,25,Light,0,,20.3,2,,,,,
131.07.0,131.07,131,0,July_2015,C.glauca,25,Light,0,20,,2,,,,,
131.07.3,131.07,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.07.2,131.07,131,2,September_2015,C.glauca,25,Light,0,21.5,21.5,7,7,0,25,,
131.08.1,131.08,131,1,August_2015,C.glauca,25,Light,0,,24.2,1,,,,,
131.08.0,131.08,131,0,July_2015,C.glauca,25,Light,0,12.9,,1,,,,,
131.08.3,131.08,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.08.2,131.08,131,2,September_2015,C.glauca,25,Light,0,12,14.2,2,2,0,0.1,,
131.09.0,131.09,131,0,July_2015,C.glauca,25,Light,0,18.5,,0,,,,,
131.09.1,131.09,131,1,August_2015,C.glauca,25,Light,1,,,,,,,,
131.09.2,131.09,131,2,September_2015,C.glauca,25,Light,0,7,15,1,0,1,0,,
131.09.3,131.09,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.1.0,131.1,131,0,July_2015,C.glauca,25,Light,0,21.6,,1,,,,,
131.1.3,131.1,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.1.2,131.1,131,2,September_2015,C.glauca,25,Light,1,,,,,,,,
131.1.1,131.1,131,1,August_2015,C.glauca,25,Light,0,,17.3,0,,,,,
131.11.3,131.11,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.11.0,131.11,131,0,July_2015,C.glauca,25,Light,0,14.5,,1,,,,,
131.11.1,131.11,131,1,August_2015,C.glauca,25,Light,0,,14.7,1,,,,,
131.11.2,131.11,131,2,September_2015,C.glauca,25,Light,0,28,28,2,2,0,1,,
131.12.1,131.12,131,1,August_2015,C.glauca,25,Light,0,,26.8,2,,,,,
131.12.0,131.12,131,0,July_2015,C.glauca,25,Light,0,29.4,,2,,,,,
131.12.3,131.12,131,3,September_2016,C.glauca,25,Light,0,24,,8,8,,10,1.78,1.51
131.12.2,131.12,131,2,September_2015,C.glauca,25,Light,0,30,30,3,3,2,18,,
131.13.0,131.13,131,0,July_2015,C.glauca,25,Light,0,23.2,,2,,,,,
131.13.1,131.13,131,1,August_2015,C.glauca,25,Light,0,,5.2,0,,,,,
131.13.2,131.13,131,2,September_2015,C.glauca,25,Light,1,,,,,,,,
131.13.3,131.13,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.14.0,131.14,131,0,July_2015,C.glauca,25,Light,0,27.9,,3,,,,,
131.14.1,131.14,131,1,August_2015,C.glauca,25,Light,0,,27.6,3,,,,,
131.14.2,131.14,131,2,September_2015,C.glauca,25,Light,0,31.5,31.9,8,8,0,30,,
131.14.3,131.14,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.15.1,131.15,131,1,August_2015,C.glauca,25,Light,0,,25.3,2,,,,,
131.15.0,131.15,131,0,July_2015,C.glauca,25,Light,0,24.5,,3,,,,,
131.15.3,131.15,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.15.2,131.15,131,2,September_2015,C.glauca,25,Light,0,17.5,17.5,1,1,0,10,,
131.16.1,131.16,131,1,August_2015,C.glauca,25,Light,0,,14,0,,,,,
131.16.0,131.16,131,0,July_2015,C.glauca,25,Light,0,15,,2,,,,,
131.16.3,131.16,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.16.2,131.16,131,2,September_2015,C.glauca,25,Light,1,1,,,,,,,
131.17.0,131.17,131,0,July_2015,C.glauca,25,Light,0,19.5,,1,,,,,
131.17.1,131.17,131,1,August_2015,C.glauca,25,Light,0,,17.5,1,,,,,
131.17.2,131.17,131,2,September_2015,C.glauca,25,Light,1,2,,,,,,,
131.17.3,131.17,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.18.0,131.18,131,0,July_2015,C.glauca,25,Light,0,14.1,,0,,,,,
131.18.1,131.18,131,1,August_2015,C.glauca,25,Light,0,,14.3,0,,,,,
131.18.2,131.18,131,2,September_2015,C.glauca,25,Light,0,16.5,16.5,1,1,1,4,,
131.18.3,131.18,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.19.1,131.19,131,1,August_2015,C.glauca,25,Light,0,,18,4,,,,,
131.19.2,131.19,131,2,September_2015,C.glauca,25,Light,0,17.8,17.8,2,2,1,5,,
131.19.0,131.19,131,0,July_2015,C.glauca,25,Light,0,19.9,,4,,,,,
131.19.3,131.19,131,3,September_2016,C.glauca,25,Light,0,32,,18,17,,15,2.5,1.64
131.2.1,131.2,131,1,August_2015,C.glauca,25,Light,0,,20.4,2,,,,,
131.2.2,131.2,131,2,September_2015,C.glauca,25,Light,0,12,14.5,2,1,0,10,,
131.2.0,131.2,131,0,July_2015,C.glauca,25,Light,0,17.5,,4,,,,,
131.2.3,131.2,131,3,September_2016,C.glauca,25,Light,0,112,,1,1,,80,,
131.21.1,131.21,131,1,August_2015,C.glauca,25,Light,0,,9.2,2,,,,,
131.21.0,131.21,131,0,July_2015,C.glauca,25,Light,0,9.8,,2,,,,,
131.21.3,131.21,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.21.2,131.21,131,2,September_2015,C.glauca,25,Light,1,5,,,,,,,
131.22.1,131.22,131,1,August_2015,C.glauca,25,Light,0,,18.1,1,,,,,
131.22.0,131.22,131,0,July_2015,C.glauca,25,Light,0,19.3,,1,,,,,
131.22.3,131.22,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.22.2,131.22,131,2,September_2015,C.glauca,25,Light,0,24.5,24.5,1,1,2,10,,
131.23.0,131.23,131,0,July_2015,C.glauca,25,Light,0,13.8,,0,,,,,
131.23.1,131.23,131,1,August_2015,C.glauca,25,Light,1,,,,,,,,
131.23.3,131.23,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.23.2,131.23,131,2,September_2015,C.glauca,25,Light,1,1,,,,,,,
131.24.3,131.24,131,3,September_2016,C.glauca,25,Light,1,,,,,,,,
131.24.0,131.24,131,0,July_2015,C.glauca,25,Light,0,21.5,,2,,,,,
131.24.1,131.24,131,1,August_2015,C.glauca,25,Light,0,,20.5,2,,,,,
131.24.2,131.24,131,2,September_2015,C.glauca,25,Light,1,4,,,,,,,
131.25.0,131.25,131,0,July_2015,C.glauca,25,Light,0,18.6,,4,,,,,
131.25.1,131.25,131,1,August_2015,C.glauca,25,Light,0,,18.4,4,,,,,
131.25.2,131.25,131,2,September_2015,C.glauca,25,Light,0,15.5,15.5,5,5,0,3,,
131.25.3,131.25,131,3,September_2016,C.glauca,25,Light,0,25,,6,6,,5,2.88,1.25
132.01.0,132.01,132,0,July_2015,D.glaucifolia,4,Shadow,0,4.2,,4,,,,,
132.01.1,132.01,132,1,August_2015,D.glaucifolia,4,Shadow,0,,6.6,6,,,,,
132.01.2,132.01,132,2,September_2015,D.glaucifolia,4,Shadow,1,,,,,,,,
132.01.3,132.01,132,3,September_2016,D.glaucifolia,4,Shadow,0,,,,,,,0.74,0.8
132.02.1,132.02,132,1,August_2015,D.glaucifolia,4,Shadow,0,,8.5,9,,,,,
132.02.0,132.02,132,0,July_2015,D.glaucifolia,4,Shadow,0,5.5,,7,,,,,
132.02.3,132.02,132,3,September_2016,D.glaucifolia,4,Shadow,0,73,,5,5,,10,6.82,2.66
132.02.2,132.02,132,2,September_2015,D.glaucifolia,4,Shadow,0,22,22,14,13,0,1,,
132.03.1,132.03,132,1,August_2015,D.glaucifolia,4,Shadow,0,,12.7,9,,,,,
132.03.0,132.03,132,0,July_2015,D.glaucifolia,4,Shadow,0,4.7,,6,,,,,
132.03.3,132.03,132,3,September_2016,D.glaucifolia,4,Shadow,0,68,,29,29,,5,4.49,2.42
132.03.2,132.03,132,2,September_2015,D.glaucifolia,4,Shadow,0,18,18,10,9,0,1,,
132.04.0,132.04,132,0,July_2015,D.glaucifolia,4,Shadow,1,,,,,,,,
132.04.1,132.04,132,1,August_2015,D.glaucifolia,4,Shadow,1,,,,,,,,
132.04.2,132.04,132,2,September_2015,D.glaucifolia,4,Shadow,0,10.5,10.5,9,8,0,1,,
132.04.3,132.04,132,3,September_2016,D.glaucifolia,4,Shadow,0,82,,47,47,,5,8.68,3.54
133.01.0,133.01,133,0,July_2015,Q.serrata,25,Shadow,1,,,,,,,,
133.01.1,133.01,133,1,August_2015,Q.serrata,25,Shadow,1,,,,,,,,
133.01.2,133.01,133,2,September_2015,Q.serrata,25,Shadow,0,21,21,3,3,0,30,,
133.01.3,133.01,133,3,September_2016,Q.serrata,25,Shadow,0,25,,6,4,,60,,
133.02.1,133.02,133,1,August_2015,Q.serrata,25,Shadow,0,,27.2,1,,,,,
133.02.0,133.02,133,0,July_2015,Q.serrata,25,Shadow,0,27.1,,7,,,,,
133.02.3,133.02,133,3,September_2016,Q.serrata,25,Shadow,0,10,,3,3,,25,1.13,0.71
133.02.2,133.02,133,2,September_2015,Q.serrata,25,Shadow,0,22,22,25,21,0,30,,
133.03.1,133.03,133,1,August_2015,Q.serrata,25,Shadow,1,,,,,,,,
133.03.2,133.03,133,2,September_2015,Q.serrata,25,Shadow,1,,,,,,,,
133.03.0,133.03,133,0,July_2015,Q.serrata,25,Shadow,0,17.8,,0,,,,,
133.03.3,133.03,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.04.1,133.04,133,1,August_2015,Q.serrata,25,Shadow,0,,62.5,17,,,,,
133.04.2,133.04,133,2,September_2015,Q.serrata,25,Shadow,0,27,27,8,8,0,20,,
133.04.0,133.04,133,0,July_2015,Q.serrata,25,Shadow,0,63.5,,23,,,,,
133.04.3,133.04,133,3,September_2016,Q.serrata,25,Shadow,0,37,,8,8,,20,3.11,3.37
133.05.0,133.05,133,0,July_2015,Q.serrata,25,Shadow,0,22.4,,9,,,,,
133.05.1,133.05,133,1,August_2015,Q.serrata,25,Shadow,0,,21.4,7,,,,,
133.05.2,133.05,133,2,September_2015,Q.serrata,25,Shadow,0,12,12,7,7,0,40,,
133.05.3,133.05,133,3,September_2016,Q.serrata,25,Shadow,0,20,,13,13,,40,1.27,0.7
133.06.1,133.06,133,1,August_2015,Q.serrata,25,Shadow,0,,61.6,13,,,,,
133.06.0,133.06,133,0,July_2015,Q.serrata,25,Shadow,0,59.6,,15,,,,,
133.06.3,133.06,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.06.2,133.06,133,2,September_2015,Q.serrata,25,Shadow,0,23,23,10,9,0,30,,
133.07.1,133.07,133,1,August_2015,Q.serrata,25,Shadow,0,,30.2,9,,,,,
133.07.0,133.07,133,0,July_2015,Q.serrata,25,Shadow,0,31.5,,9,,,,,
133.07.3,133.07,133,3,September_2016,Q.serrata,25,Shadow,0,25,,5,5,,40,1.07,1.13
133.07.2,133.07,133,2,September_2015,Q.serrata,25,Shadow,0,20,20,6,6,0,30,,
133.08.0,133.08,133,0,July_2015,Q.serrata,25,Shadow,0,14.1,,4,,,,,
133.08.3,133.08,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.08.2,133.08,133,2,September_2015,Q.serrata,25,Shadow,0,33,33,5,5,0,50,,
133.08.1,133.08,133,1,August_2015,Q.serrata,25,Shadow,0,,14,4,,,,,
133.09.0,133.09,133,0,July_2015,Q.serrata,25,Shadow,0,11.2,,2,,,,,
133.09.1,133.09,133,1,August_2015,Q.serrata,25,Shadow,1,,,,,,,,
133.09.2,133.09,133,2,September_2015,Q.serrata,25,Shadow,0,29.2,29.2,5,5,0,30,,
133.09.3,133.09,133,3,September_2016,Q.serrata,25,Shadow,0,36,,19,19,,80,1.39,1.31
133.1.1,133.1,133,1,August_2015,Q.serrata,25,Shadow,0,,28,9,,,,,
133.1.0,133.1,133,0,July_2015,Q.serrata,25,Shadow,0,29.1,,9,,,,,
133.1.3,133.1,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.1.2,133.1,133,2,September_2015,Q.serrata,25,Shadow,0,29.5,29.5,10,10,0,50,,
133.11.1,133.11,133,1,August_2015,Q.serrata,25,Shadow,0,,16.5,3,,,,,
133.11.0,133.11,133,0,July_2015,Q.serrata,25,Shadow,0,16.4,,3,,,,,
133.11.3,133.11,133,3,September_2016,Q.serrata,25,Shadow,0,25,,6,6,,80,1.28,1.72
133.11.2,133.11,133,2,September_2015,Q.serrata,25,Shadow,0,21.5,21.5,7,7,0,15,,
133.12.0,133.12,133,0,July_2015,Q.serrata,25,Shadow,0,37.5,,31,,,,,
133.12.1,133.12,133,1,August_2015,Q.serrata,25,Shadow,0,,37.4,34,,,,,
133.12.2,133.12,133,2,September_2015,Q.serrata,25,Shadow,1,1,,,,,,,
133.12.3,133.12,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.13.0,133.13,133,0,July_2015,Q.serrata,25,Shadow,0,48.4,,16,,,,,
133.13.1,133.13,133,1,August_2015,Q.serrata,25,Shadow,0,,51.1,17,,,,,
133.13.2,133.13,133,2,September_2015,Q.serrata,25,Shadow,0,53,53,16,16,0,30,,
133.13.3,133.13,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.14.1,133.14,133,1,August_2015,Q.serrata,25,Shadow,1,,,,,,,,
133.14.0,133.14,133,0,July_2015,Q.serrata,25,Shadow,1,,,,,,,,
133.14.3,133.14,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.14.2,133.14,133,2,September_2015,Q.serrata,25,Shadow,0,39,39,31,31,0,15,,
133.15.1,133.15,133,1,August_2015,Q.serrata,25,Shadow,0,,18.2,10,,,,,
133.15.0,133.15,133,0,July_2015,Q.serrata,25,Shadow,0,19,,11,,,,,
133.15.3,133.15,133,3,September_2016,Q.serrata,25,Shadow,0,27,,4,4,,30,0.97,1.14
133.15.2,133.15,133,2,September_2015,Q.serrata,25,Shadow,0,18,18,3,3,0,45,,
133.16.0,133.16,133,0,July_2015,Q.serrata,25,Shadow,0,27.4,,10,,,,,
133.16.1,133.16,133,1,August_2015,Q.serrata,25,Shadow,0,,27.8,10,,,,,
133.16.2,133.16,133,2,September_2015,Q.serrata,25,Shadow,0,29.2,29.2,8,8,0,40,,
133.16.3,133.16,133,3,September_2016,Q.serrata,25,Shadow,0,39,,5,5,,80,1.33,1.05
133.17.2,133.17,133,2,September_2015,Q.serrata,25,Shadow,1,2,,,,,,,
133.17.1,133.17,133,1,August_2015,Q.serrata,25,Shadow,0,,27.6,5,,,,,
133.17.0,133.17,133,0,July_2015,Q.serrata,25,Shadow,0,28.5,,5,,,,,
133.17.3,133.17,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.18.1,133.18,133,1,August_2015,Q.serrata,25,Shadow,0,,27.9,7,,,,,
133.18.0,133.18,133,0,July_2015,Q.serrata,25,Shadow,0,28.5,,7,,,,,
133.18.3,133.18,133,3,September_2016,Q.serrata,25,Shadow,0,19,,3,3,,20,0.59,0.42
133.18.2,133.18,133,2,September_2015,Q.serrata,25,Shadow,0,16.4,16.4,4,4,0,30,,
133.19.1,133.19,133,1,August_2015,Q.serrata,25,Shadow,0,,18.5,7,,,,,
133.19.0,133.19,133,0,July_2015,Q.serrata,25,Shadow,0,15.6,,6,,,,,
133.19.3,133.19,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.19.2,133.19,133,2,September_2015,Q.serrata,25,Shadow,0,31,31,10,10,0,70,,
133.2.0,133.2,133,0,July_2015,Q.serrata,25,Shadow,0,19.4,,7,,,,,
133.2.1,133.2,133,1,August_2015,Q.serrata,25,Shadow,0,,19.5,7,,,,,
133.2.2,133.2,133,2,September_2015,Q.serrata,25,Shadow,0,60.5,63,12,12,0,40,,
133.2.3,133.2,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.21.0,133.21,133,0,July_2015,Q.serrata,25,Shadow,0,14.9,,10,,,,,
133.21.3,133.21,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.21.1,133.21,133,1,August_2015,Q.serrata,25,Shadow,0,,16,7,,,,,
133.21.2,133.21,133,2,September_2015,Q.serrata,25,Shadow,0,24,24,7,7,0,50,,
133.22.0,133.22,133,0,July_2015,Q.serrata,25,Shadow,0,24.3,,8,,,,,
133.22.3,133.22,133,3,September_2016,Q.serrata,25,Shadow,0,78,,22,22,,80,7.26,4.41
133.22.1,133.22,133,1,August_2015,Q.serrata,25,Shadow,0,,23.7,8,,,,,
133.22.2,133.22,133,2,September_2015,Q.serrata,25,Shadow,0,66.5,66.5,28,28,0,20,,
133.23.0,133.23,133,0,July_2015,Q.serrata,25,Shadow,1,,,,,,,,
133.23.2,133.23,133,2,September_2015,Q.serrata,25,Shadow,1,4,,,,,,,
133.23.1,133.23,133,1,August_2015,Q.serrata,25,Shadow,1,,,,,,,,
133.23.3,133.23,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.24.0,133.24,133,0,July_2015,Q.serrata,25,Shadow,0,20.1,,14,,,,,
133.24.1,133.24,133,1,August_2015,Q.serrata,25,Shadow,0,,20.2,17,,,,,
133.24.2,133.24,133,2,September_2015,Q.serrata,25,Shadow,0,30,30,8,6,0,1,,
133.24.3,133.24,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
133.25.0,133.25,133,0,July_2015,Q.serrata,25,Shadow,0,13.5,,3,,,,,
133.25.2,133.25,133,2,September_2015,Q.serrata,25,Shadow,1,,,,,,,,
133.25.1,133.25,133,1,August_2015,Q.serrata,25,Shadow,0,,14.1,3,,,,,
133.25.3,133.25,133,3,September_2016,Q.serrata,25,Shadow,1,,,,,,,,
134.01.1,134.01,134,1,August_2015,L.glaber,9,Shadow,0,,20.5,3,,,,,
134.01.0,134.01,134,0,July_2015,L.glaber,9,Shadow,0,20.8,,3,,,,,
134.01.3,134.01,134,3,September_2016,L.glaber,9,Shadow,1,,,,,,,,
134.01.2,134.01,134,2,September_2015,L.glaber,9,Shadow,0,15.5,15.5,1,1,0,60,,
134.02.0,134.02,134,0,July_2015,L.glaber,9,Shadow,0,9.5,,4,,,,,
134.02.2,134.02,134,2,September_2015,L.glaber,9,Shadow,0,7,8,1,0,0,0,,
134.02.1,134.02,134,1,August_2015,L.glaber,9,Shadow,0,,10.4,4,,,,,
134.02.3,134.02,134,3,September_2016,L.glaber,9,Shadow,0,9,,6,5,,1,0.28,0.11
134.03.0,134.03,134,0,July_2015,L.glaber,9,Shadow,0,14.1,,1,,,,,
134.03.1,134.03,134,1,August_2015,L.glaber,9,Shadow,0,,13.9,1,,,,,
134.03.2,134.03,134,2,September_2015,L.glaber,9,Shadow,0,16,16,4,3,0,5,,
134.03.3,134.03,134,3,September_2016,L.glaber,9,Shadow,0,45,,26,17,,10,3.46,1.03
134.04.0,134.04,134,0,July_2015,L.glaber,9,Shadow,0,11.1,,4,,,,,
134.04.2,134.04,134,2,September_2015,L.glaber,9,Shadow,0,13,13,5,4,0,25,,
134.04.1,134.04,134,1,August_2015,L.glaber,9,Shadow,0,,10.5,5,,,,,
134.04.3,134.04,134,3,September_2016,L.glaber,9,Shadow,0,17,,12,9,,2,0.72,0.18
134.05.1,134.05,134,1,August_2015,L.glaber,9,Shadow,0,,19.5,1,,,,,
134.05.2,134.05,134,2,September_2015,L.glaber,9,Shadow,0,21.5,21.5,1,1,0,1,,
134.05.0,134.05,134,0,July_2015,L.glaber,9,Shadow,0,17,,1,,,,,
134.05.3,134.05,134,3,September_2016,L.glaber,9,Shadow,1,,,,,,,,
134.06.1,134.06,134,1,August_2015,L.glaber,9,Shadow,0,,10.6,3,,,,,
134.06.2,134.06,134,2,September_2015,L.glaber,9,Shadow,0,12.5,12.5,10,5,0,0.1,,
134.06.0,134.06,134,0,July_2015,L.glaber,9,Shadow,0,10.1,,3,,,,,
134.06.3,134.06,134,3,September_2016,L.glaber,9,Shadow,0,45,,23,20,,1,3.46,1.12
134.07.1,134.07,134,1,August_2015,L.glaber,9,Shadow,0,,13,5,,,,,
134.07.3,134.07,134,3,September_2016,L.glaber,9,Shadow,0,16,,4,4,,1,0.43,0.18
134.07.2,134.07,134,2,September_2015,L.glaber,9,Shadow,0,16,16,1,1,0,5,,
134.07.0,134.07,134,0,July_2015,L.glaber,9,Shadow,0,13.6,,3,,,,,
134.08.0,134.08,134,0,July_2015,L.glaber,9,Shadow,0,8.2,,1,,,,,
134.08.1,134.08,134,1,August_2015,L.glaber,9,Shadow,0,,5.6,0,,,,,
134.08.3,134.08,134,3,September_2016,L.glaber,9,Shadow,0,13,,4,4,,1,0.4,0.26
134.08.2,134.08,134,2,September_2015,L.glaber,9,Shadow,0,12.5,12.5,5,4,0,12,,
134.09.3,134.09,134,3,September_2016,L.glaber,9,Shadow,0,25,,8,7,,5,1.02,0.44
134.09.0,134.09,134,0,July_2015,L.glaber,9,Shadow,0,14,,1,,,,,
134.09.1,134.09,134,1,August_2015,L.glaber,9,Shadow,0,,13.3,1,,,,,
134.09.2,134.09,134,2,September_2015,L.glaber,9,Shadow,0,22,22,5,3,0,2,,
135.01.0,135.01,135,0,July_2015,Q.serrata,9,Light,0,50.6,,9,,,,,
135.01.3,135.01,135,3,September_2016,Q.serrata,9,Light,0,77,,62,62,,25,10.36,6.24
135.01.2,135.01,135,2,September_2015,Q.serrata,9,Light,0,51,51,19,19,0,40,,
135.01.1,135.01,135,1,August_2015,Q.serrata,9,Light,0,,52,11,,,,,
135.02.0,135.02,135,0,July_2015,Q.serrata,9,Light,1,,,,,,,,
135.02.3,135.02,135,3,September_2016,Q.serrata,9,Light,0,25,,24,24,,50,3.05,2.5
135.02.2,135.02,135,2,September_2015,Q.serrata,9,Light,0,28,28,12,8,3,25,,
135.02.1,135.02,135,1,August_2015,Q.serrata,9,Light,1,,,,,,,,
135.03.0,135.03,135,0,July_2015,Q.serrata,9,Light,0,38.5,,12,,,,,
135.03.2,135.03,135,2,September_2015,Q.serrata,9,Light,1,,,,,,,,
135.03.1,135.03,135,1,August_2015,Q.serrata,9,Light,0,,37.6,15,,,,,
135.03.3,135.03,135,3,September_2016,Q.serrata,9,Light,1,,,,,,,,
135.04.0,135.04,135,0,July_2015,Q.serrata,9,Light,0,25,,10,,,,,
